0,1,2,3,4,5,6,7
23,25.81,2.47,19.09,3.14,10.42,2.38,44.67
24,20.23,1.63,19.31,2.67,7.34,1.41,53.12
25,12.34,0.83,19.54,2.26,4.69,0.75,63.42
26,6.57,0.39,19.1,1.96,2.60,0.37,71.73
27,3.63,0.20,19.28,1.87,1.49,0.20,75.60
28,28.27,2.52,15.26,2.34,8.48,1.80,47.98
29,30.70,2.76,12.68,1.60,9.07,1.94,47.55
30,10.93,1.45,10.02,2.29,46.89,14.88,32.14
31,21.50,2.34,7.5,1.40,31.76,8.26,39.23
32,23.68,2.65,16.13,3.10,21.96,5.86,38.22
33,27.53,2.93,16.5,3.02,15.80,4.01,40.16
34,29.10,3.00,14.26,2.52,15.16,3.73,41.48
35,29.05,2.85,5.84,0.98,21.52,5.04,43.59
36,31.42,3.11,11.64,1.98,13.83,3.27,43.11
37,36.2,3.23,4.36,0.67,11.60,2.48,47.82
38,18.54,2.05,23.94,4.55,18.86,4.98,38.66
39,13.66,1.19,22.92,3.44,14.45,3.01,48.98
40,5.48,0.38,22.78,2.70,9.63,1.58,62.10
41,2.41,0.14,20.44,2.02,2.93,0.40,74.22
42,26.63,2.99,20.08,3.88,15.23,4.08,38.06
43,25.04,2.79,21.24,4.06,15.33,4.08,38.39
44,25.05,2.75,21.0,3.96,15.04,3.94,38.91
45,28.67,3.07,16.34,3.01,15.07,3.85,39.92
46,29.29,3.10,15.6,2.84,14.71,3.72,40.40
47,27.35,2.88,18.92,3.42,13.09,3.29,40.63
48,27.34,2.86,19.22,3.45,12.515,3.12,40.90
49,27.82,2.88,17.58,3.13,13.38,3.31,41.22
50,30.78,3.10,13.87,2.40,12.92,3.11,42.43
51,27.49,2.64,17.43,2.87,10.51,2.40,44.57
52,33.02,3.20,11.21,1.87,11.74,2.72,44.03
53,33.00,3.16,11.65,1.92,10.69,2.44,44.65
