0,1,2,3,4,5,6,7,8,9
---- ----,----,41 . 9,8.48,100 . 0,,"58 , 1",654,B,
"4 . 02 0 , 58","6 , 9",38 . 67,"7,94",93 . 1,,57 . 31,653,I I,
"4 , 0  0 , 58",6 . 9,38 . 43,7 . 85,"93 , 1",,57.6,660,I I,
"7 . 0 0,67",12 . 2,3 5 .8,"7,33",87 .8,,"57 , 2",666,"""",
7 . 98 1 . 17,13 . 8,35 . 24,7 . 30,86 . 2,,56.78,656,I I,
"9 , 0 1 . 32",15 . 7,34 . 2,"7,08",84 . 3,,56 . 8,661,"""",
10 . 64 1 . 57,18.7,32 . 9 6,"6,88",81 . 3,,56 . 40,657,B +,C
10 . 5 1 . 54,18 . 6,32 . 7,6. 7 7,81 . 4,,5 6 . 8,667,I I,
10 . 9 1 . 59,19 . 6,32.0,"6 , 59",80 . 4,,"57 , 1",6 79,C,
13 . 17 1 .8 9,24 . 5,28 .81,"5 ,84",7 5.5,,58 . 02,7 18,,
13 . 2 1 . 86,"25 , 2","27 , 8","5 , 54",74 .8,,59 . 0,7 50,,
19 . 50 2 . 68,40 . 9,"19 , 97","3 , 88",59.1,,60.53,847,,
20 . 0  2 . 70,43 .8,18 . 2,"3 , 46",5 6 . 2,,6 1 . 8,902,,
25 . 9 3 . 41,"63 , 0",10 .8,2 . 01,37 . 0,,63 . 3,1027,,
2 6 . 67 3 . 54,64 . 3,10 . 52,1.97,35 . 7,,62 .81,1008,,
31 . 83 4 . 18,82 . 8,4 . 7 0,"0 , 87",17 . 2,,63 . 47,1106,,
32 . 6  1-4.36 . 4 4 . 7 7 4 . 28,"85 , 3  100 . 0",4 . 0 ----,"-0-, -74-",-- 7-,,63 . 4  63 . 6,1106 1150,,
