0,1,2,3,4,5,6,7,8,9
268.5,1.43,2,1/1,,,298.30,10.74,1,1/1
273.2,1.605,3,2/0,,,298.30,"10,72",1,2/2
273.2,1.6,15,2/0,,,298.60,10.97,1,1/1
273.8,1.71,1,2/0,,,298.60,10.98,1,1/ 1
"279,7",2.66,2,1 / 1,,,298.60,10.96,1,1 / 1
283.41,3.43,1,1 /0,,,298.70,11.05,1,1/1
283.41,3.42,1,1/0,,,298.70,11.04,1,1/1
283.51,3.46,1,4/0,,,298.70,11.09,1,1/1
288.26,"4,97",1,1 / 1,,,"301,0","12,40",2,1 /0
"288,26","4,96",1,1/1,,,"301,8",13.70,2,1/0
291.2,"5,985",3,1/0,,,302.2,13.82,2,1/0
293.10,6.77,2,1 /0,,,302.7,14.66,2,1 /0
293.39,7.30,1,1/0,,,303.3,16.28,2,1 /0
293.39,7.32,1,1/0,,,303.36,17.22,1,1 / 1
293.39,7.31,1,2/0,,,303.36,17.27,1,1 /1
295.92,8.20,2,1 /0,,,303.41,17.76,1,3 /0
"297,30",8.70,2,1 /0,,,"303,41",17.78,1,1/0
298.2,10.829,3,1/0,,,303.41,"17,74",1,1/0
298.2,10.59 ',17,1 / 1,,,303.41,17.44,1,1/0
298.2,10.32,"· 18,19",2/0,,,303.41,17.77,1,1 /0
298.2,10.80,16,1/0,,,303.91,18.98,1,1/0
298.2,10.4,14,1/0,,,303.91,18.96,1,1/0
298.2,10.60,17,1 /1,,,303.91,18.97,1,1 /0
,,,,,,306.19,23.59,1,2/2
,,,,,,306.29,23.89,1,1/1
,,,,,,306.29,23.88,1,1/1
,,,,Na •2HP04,,7H20,,,
309.42,31.20,1,7 /7,,,313.44,35.42,1,2/0
"309,42",31.21,1,1/1,,,313.44,35.41,l,1 /0
"309,42",31.22,1,1/1,,,"318,29","40,68",1,1/1
"309,42",31.23,1,1/1,,,318.29,40.69,1,1 /1
"310,42","32,23",1,3 / 3,,,"318,29","40,71",1,1 /1
310.42,32.19,1,2/2,,,318.29,40.72,1,1 /1
310.42,32.18,1,1 /1,,,320.5,43.37,1,1/1
310.42,32.22,1,1/1,,,320.5,43.36,1,1/1
313.44,35.46,1,2/0,,,321.3,44.45,1,2/2
"313,44",35.43,1,1/0,,,321.3,"44,48",1,1/1
,,,,Na2HP0,•4,2112o,,,
323.37,44.57,1,1/1,,,343.41,46.83,1,1/1
"323,37",44.55,1,1 /1,,,353.54,48.65,1,2/0
"323,37",44.54,1,1/1,,,353.54,48.67,1,1 /0
323.37,44.56,1,1/1,,,362.89,"50,70",1,1 / 1
"328,32",44.86,1,1/1,,,362.89,50.71,1,1/1
328.32,44.88,1,1/1,,,367.90,"51,76",1,1/0
"328,42",44.94,1,1/1,,,"367,90",51.78,1,1/0
"328,42",44.95,1,1/1,,,367.90,"51,77",1,1/0
333.38,"45,36",1,2/2,,,369.01,51.71,1,2/0
"333,38",45.35,1,1 /1,,,370.01,51.20,1,1/1
343.41,46.84,1,1/1,,,370.01,51.22,1,1/1
343.41,46.86,1,1/1,,,372.92,"50,52",1,1/0
,,,,,,372.92,"50,53",1,2/ 0
