0,1,2,3,4,5,6,7,8,9
1,0,1.131,14. S,6.47,44.2,12.1,8.16,55.8,583.6
2,0,1.101,10.9,5.01,41.2,10.3,7.16,55.8,721.6
3,0,1.094,9.44,4.39,39.85,9.44,6.62,60.15,808.2
4,0,1.096,9.6,4.44,38.9,10.0,6.97,61.1,77 6.4
5,0,1.102,9.9,4.57,37.5,11.0,7.63,62.5,719.6
6,0,1.157,12.4,5.30,28.8,20.4,13.10,71.2,443.5
7,25,1.247,32.9,12.5,46.0,25.5,14.65,54.0,268.3
8,25,1.193,23. S,9.63,43.8,20.1,12.35,56.2,35 5.0
9,25,1.17 6,20.3,8.45,42.6,18.0,11.41,57.4,403.6
10,25,1.157,17.9,7.65,41.2,17.1,10.90,58.8,439.1
11,25,1.151,16.6,7.17,40.5,16.2,10.55,59.5,464.3
12,25,1.148,16.0,6.95,40.2,15.9,10.34,59.8,478.4
13,25,1.147,15.9,6.89,39.85,15.9,10.40,60.15,478.5
14,25,1.148,15.9,6.88,39.5,16.1,10.56,60.5,473.4
15,25,1.152,16.5,7.03,39.2,16.9,10.92,60.8,467.1
16,25,1.154,16.8,7.13,38.8,17.4,11.26,61.2,443.7
17,25,1.160,16.8,7.18,38.2,18.2,11.63,61.8,431.6
18,25,1.162,16.9,7.18,37.5,18.7,11.95,62. S,422.8
19,25,1.168,17.3,7.21,36.3,20.0,12.65,63.7,403.6
20,25,1.206,18.8,7.56,32.5,26.1,15.70,67.5,330.0
21,25,1.242,21.9,8.30,30.1,33.9,19.30,69.9,262.3
22,so,,45.7,12.68,27.2,80.8,33.96,72.8,114.4
23,so,,36.0,11.85,32.1,50.6,25.10,67.9,17 0.7
